{'episode' 1, 'episode_time_secs' '3.91670298576355', 'episode_steps' '144', 'episode_reward' 0.0, 'reward_min' 0.0, 'reward_max' 0.0, 'reward_avg_by_step' 0.0, 'value_avg' -0.004148183, 'training_time' 3.91670298576355, 'training_steps' '1428'}
{'episode' 739, 'episode_time_secs' '4.8619349002838135', 'episode_steps' '257', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01556420233463035, 'value_avg' 1.0929493, 'training_time' 58062.08026146889, 'training_steps' '1133278'}
{'episode' 740, 'episode_time_secs' '4.362473964691162', 'episode_steps' '252', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015873015873015872, 'value_avg' 1.0929457, 'training_time' 58066.44273543358, 'training_steps' '1134968'}
{'episode' 741, 'episode_time_secs' '4.350472927093506', 'episode_steps' '256', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015625, 'value_avg' 1.0928403, 'training_time' 58070.79320836067, 'training_steps' '1136738'}
{'episode' 742, 'episode_time_secs' '5.711585760116577', 'episode_steps' '310', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016129032258064516, 'value_avg' 1.0929116, 'training_time' 58076.50479412079, 'training_steps' '1138658'}
{'episode' 743, 'episode_time_secs' '5.049513816833496', 'episode_steps' '275', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01818181818181818, 'value_avg' 1.0932224, 'training_time' 58081.55430793762, 'training_steps' '1140554'}
{'episode' 744, 'episode_time_secs' '7.226446866989136', 'episode_steps' '437', 'episode_reward' 8.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.018306636155606407, 'value_avg' 1.0935187, 'training_time' 58088.78075480461, 'training_steps' '1143134'}
{'episode' 745, 'episode_time_secs' '3.8468079566955566', 'episode_steps' '217', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013824884792626729, 'value_avg' 1.0934607, 'training_time' 58092.62756276131, 'training_steps' '1144694'}
{'episode' 746, 'episode_time_secs' '4.570739030838013', 'episode_steps' '267', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0149812734082397, 'value_avg' 1.0933543, 'training_time' 58097.198301792145, 'training_steps' '1146438'}
{'episode' 747, 'episode_time_secs' '5.7806761264801025', 'episode_steps' '287', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017421602787456445, 'value_avg' 1.0932666, 'training_time' 58102.978977918625, 'training_steps' '1148301'}
{'episode' 748, 'episode_time_secs' '4.998270034790039', 'episode_steps' '303', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0165016501650165, 'value_avg' 1.09323, 'training_time' 58107.977247953415, 'training_steps' '1150227'}
{'episode' 749, 'episode_time_secs' '4.592719078063965', 'episode_steps' '297', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016835016835016835, 'value_avg' 1.0934745, 'training_time' 58112.56996703148, 'training_steps' '1152195'}
{'episode' 750, 'episode_time_secs' '4.496485710144043', 'episode_steps' '292', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017123287671232876, 'value_avg' 1.093447, 'training_time' 58117.06645274162, 'training_steps' '1154082'}
{'episode' 751, 'episode_time_secs' '4.697804927825928', 'episode_steps' '279', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017921146953405017, 'value_avg' 1.0935129, 'training_time' 58121.76425766945, 'training_steps' '1155886'}
{'episode' 752, 'episode_time_secs' '3.9769959449768066', 'episode_steps' '252', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015873015873015872, 'value_avg' 1.0935515, 'training_time' 58125.741253614426, 'training_steps' '1157613'}
{'episode' 753, 'episode_time_secs' '4.57802414894104', 'episode_steps' '299', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016722408026755852, 'value_avg' 1.0937359, 'training_time' 58130.31927776337, 'training_steps' '1159515'}
{'episode' 754, 'episode_time_secs' '4.072504043579102', 'episode_steps' '264', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015151515151515152, 'value_avg' 1.093939, 'training_time' 58134.391781806946, 'training_steps' '1161267'}
{'episode' 755, 'episode_time_secs' '4.745392084121704', 'episode_steps' '303', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0165016501650165, 'value_avg' 1.0939455, 'training_time' 58139.13717389107, 'training_steps' '1163256'}
{'episode' 756, 'episode_time_secs' '4.230497121810913', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.0939685, 'training_time' 58143.36767101288, 'training_steps' '1165023'}
{'episode' 757, 'episode_time_secs' '6.284722805023193', 'episode_steps' '396', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015151515151515152, 'value_avg' 1.0942119, 'training_time' 58149.6523938179, 'training_steps' '1167456'}
{'episode' 758, 'episode_time_secs' '5.2894837856292725', 'episode_steps' '340', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014705882352941176, 'value_avg' 1.0942545, 'training_time' 58154.94187760353, 'training_steps' '1169629'}
{'episode' 759, 'episode_time_secs' '4.778400659561157', 'episode_steps' '304', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01644736842105263, 'value_avg' 1.0942813, 'training_time' 58159.72027826309, 'training_steps' '1171525'}
{'episode' 760, 'episode_time_secs' '4.303586721420288', 'episode_steps' '262', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015267175572519083, 'value_avg' 1.0943531, 'training_time' 58164.02386498451, 'training_steps' '1173304'}
{'episode' 761, 'episode_time_secs' '5.134484052658081', 'episode_steps' '307', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016286644951140065, 'value_avg' 1.0945393, 'training_time' 58169.15834903717, 'training_steps' '1175344'}
{'episode' 762, 'episode_time_secs' '3.260929822921753', 'episode_steps' '215', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013953488372093023, 'value_avg' 1.0946751, 'training_time' 58172.41927886009, 'training_steps' '1176857'}
{'episode' 763, 'episode_time_secs' '4.653985023498535', 'episode_steps' '300', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016666666666666666, 'value_avg' 1.0946743, 'training_time' 58177.07326388359, 'training_steps' '1178801'}
{'episode' 764, 'episode_time_secs' '4.472526788711548', 'episode_steps' '295', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01694915254237288, 'value_avg' 1.0946863, 'training_time' 58181.5457906723, 'training_steps' '1180709'}
{'episode' 765, 'episode_time_secs' '4.6579649448394775', 'episode_steps' '269', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01486988847583643, 'value_avg' 1.0948422, 'training_time' 58186.20375561714, 'training_steps' '1182533'}
{'episode' 766, 'episode_time_secs' '4.010088205337524', 'episode_steps' '250', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016, 'value_avg' 1.0948844, 'training_time' 58190.21384382248, 'training_steps' '1184287'}
{'episode' 767, 'episode_time_secs' '3.9377281665802', 'episode_steps' '256', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015625, 'value_avg' 1.0947713, 'training_time' 58194.15157198906, 'training_steps' '1186021'}
{'episode' 768, 'episode_time_secs' '4.3675148487091064', 'episode_steps' '283', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0176678445229682, 'value_avg' 1.0947629, 'training_time' 58198.51908683777, 'training_steps' '1187919'}
{'episode' 769, 'episode_time_secs' '3.9382760524749756', 'episode_steps' '261', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01532567049808429, 'value_avg' 1.0947503, 'training_time' 58202.45736289024, 'training_steps' '1189674'}
{'episode' 770, 'episode_time_secs' '5.0105881690979', 'episode_steps' '298', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016778523489932886, 'value_avg' 1.0949036, 'training_time' 58207.46795105934, 'training_steps' '1191672'}
{'episode' 771, 'episode_time_secs' '4.218261957168579', 'episode_steps' '260', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015384615384615385, 'value_avg' 1.0951023, 'training_time' 58211.68621301651, 'training_steps' '1193427'}
{'episode' 772, 'episode_time_secs' '3.9504592418670654', 'episode_steps' '262', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015267175572519083, 'value_avg' 1.0952095, 'training_time' 58215.63667225838, 'training_steps' '1195257'}
{'episode' 773, 'episode_time_secs' '4.349334001541138', 'episode_steps' '278', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017985611510791366, 'value_avg' 1.0953379, 'training_time' 58219.98600625992, 'training_steps' '1197099'}
{'episode' 774, 'episode_time_secs' '4.49080491065979', 'episode_steps' '283', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0176678445229682, 'value_avg' 1.0954051, 'training_time' 58224.47681117058, 'training_steps' '1199027'}
{'episode' 775, 'episode_time_secs' '3.5704591274261475', 'episode_steps' '213', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014084507042253521, 'value_avg' 1.095443, 'training_time' 58228.047270298004, 'training_steps' '1200550'}
{'episode' 776, 'episode_time_secs' '4.112233877182007', 'episode_steps' '264', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015151515151515152, 'value_avg' 1.0954192, 'training_time' 58232.159504175186, 'training_steps' '1202293'}
{'episode' 777, 'episode_time_secs' '5.184684753417969', 'episode_steps' '328', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01524390243902439, 'value_avg' 1.0955671, 'training_time' 58237.344188928604, 'training_steps' '1204450'}
{'episode' 778, 'episode_time_secs' '4.074702024459839', 'episode_steps' '258', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015503875968992248, 'value_avg' 1.095537, 'training_time' 58241.418890953064, 'training_steps' '1206179'}
{'episode' 779, 'episode_time_secs' '4.941007137298584', 'episode_steps' '302', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016556291390728478, 'value_avg' 1.0957767, 'training_time' 58246.35989809036, 'training_steps' '1208163'}
{'episode' 780, 'episode_time_secs' '4.6294848918914795', 'episode_steps' '277', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.018050541516245487, 'value_avg' 1.096032, 'training_time' 58250.989382982254, 'training_steps' '1209987'}
{'episode' 781, 'episode_time_secs' '4.338252067565918', 'episode_steps' '288', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017361111111111112, 'value_avg' 1.0960592, 'training_time' 58255.32763504982, 'training_steps' '1211894'}
{'episode' 782, 'episode_time_secs' '3.883894920349121', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.095873, 'training_time' 58259.21152997017, 'training_steps' '1213679'}
{'episode' 783, 'episode_time_secs' '5.1753950119018555', 'episode_steps' '320', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015625, 'value_avg' 1.0957217, 'training_time' 58264.38692498207, 'training_steps' '1215758'}
{'episode' 784, 'episode_time_secs' '5.396238088607788', 'episode_steps' '314', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01592356687898089, 'value_avg' 1.0958585, 'training_time' 58269.78316307068, 'training_steps' '1217677'}
{'episode' 785, 'episode_time_secs' '4.918647050857544', 'episode_steps' '301', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016611295681063124, 'value_avg' 1.0960635, 'training_time' 58274.701810121536, 'training_steps' '1219659'}
{'episode' 786, 'episode_time_secs' '4.30761194229126', 'episode_steps' '288', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017361111111111112, 'value_avg' 1.096035, 'training_time' 58279.00942206383, 'training_steps' '1221599'}
{'episode' 787, 'episode_time_secs' '4.986652851104736', 'episode_steps' '317', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015772870662460567, 'value_avg' 1.0959717, 'training_time' 58283.99607491493, 'training_steps' '1223576'}
{'episode' 788, 'episode_time_secs' '4.190579891204834', 'episode_steps' '260', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015384615384615385, 'value_avg' 1.0960914, 'training_time' 58288.18665480614, 'training_steps' '1225344'}
{'episode' 789, 'episode_time_secs' '4.539399147033691', 'episode_steps' '268', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014925373134328358, 'value_avg' 1.0962464, 'training_time' 58292.72605395317, 'training_steps' '1227218'}
{'episode' 790, 'episode_time_secs' '4.010361671447754', 'episode_steps' '251', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01593625498007968, 'value_avg' 1.096267, 'training_time' 58296.73641562462, 'training_steps' '1229037'}
{'episode' 791, 'episode_time_secs' '4.823170185089111', 'episode_steps' '306', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016339869281045753, 'value_avg' 1.0962741, 'training_time' 58301.55958580971, 'training_steps' '1231060'}
{'episode' 792, 'episode_time_secs' '4.114421129226685', 'episode_steps' '259', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015444015444015444, 'value_avg' 1.0962673, 'training_time' 58305.674006938934, 'training_steps' '1232823'}
{'episode' 793, 'episode_time_secs' '4.4611427783966064', 'episode_steps' '266', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015037593984962405, 'value_avg' 1.0962073, 'training_time' 58310.13514971733, 'training_steps' '1234570'}
{'episode' 794, 'episode_time_secs' '4.982068061828613', 'episode_steps' '305', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01639344262295082, 'value_avg' 1.096182, 'training_time' 58315.11721777916, 'training_steps' '1236631'}
{'episode' 795, 'episode_time_secs' '4.224100828170776', 'episode_steps' '279', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017921146953405017, 'value_avg' 1.0962483, 'training_time' 58319.34131860733, 'training_steps' '1238487'}
{'episode' 796, 'episode_time_secs' '4.191587924957275', 'episode_steps' '266', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015037593984962405, 'value_avg' 1.0963434, 'training_time' 58323.53290653229, 'training_steps' '1240328'}
{'episode' 797, 'episode_time_secs' '3.9675207138061523', 'episode_steps' '257', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01556420233463035, 'value_avg' 1.0963978, 'training_time' 58327.500427246094, 'training_steps' '1242094'}
{'episode' 798, 'episode_time_secs' '4.977021932601929', 'episode_steps' '303', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0165016501650165, 'value_avg' 1.0964413, 'training_time' 58332.477449178696, 'training_steps' '1243972'}
{'episode' 799, 'episode_time_secs' '4.725610017776489', 'episode_steps' '295', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01694915254237288, 'value_avg' 1.096626, 'training_time' 58337.20305919647, 'training_steps' '1245961'}
{'episode' 800, 'episode_time_secs' '4.1889801025390625', 'episode_steps' '275', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01818181818181818, 'value_avg' 1.0967699, 'training_time' 58341.39203929901, 'training_steps' '1247807'}
{'episode' 801, 'episode_time_secs' '4.063901901245117', 'episode_steps' '256', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015625, 'value_avg' 1.0966687, 'training_time' 58345.455941200256, 'training_steps' '1249552'}
{'episode' 802, 'episode_time_secs' '4.175489902496338', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.0966195, 'training_time' 58349.63143110275, 'training_steps' '1251300'}
{'episode' 803, 'episode_time_secs' '4.5721611976623535', 'episode_steps' '279', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017921146953405017, 'value_avg' 1.0967323, 'training_time' 58354.203592300415, 'training_steps' '1253196'}
{'episode' 804, 'episode_time_secs' '5.4758219718933105', 'episode_steps' '354', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01694915254237288, 'value_avg' 1.096795, 'training_time' 58359.67941427231, 'training_steps' '1255430'}
{'episode' 805, 'episode_time_secs' '3.837656021118164', 'episode_steps' '248', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016129032258064516, 'value_avg' 1.0967983, 'training_time' 58363.51707029343, 'training_steps' '1257202'}
{'episode' 806, 'episode_time_secs' '4.249998092651367', 'episode_steps' '272', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014705882352941176, 'value_avg' 1.0967908, 'training_time' 58367.76706838608, 'training_steps' '1259074'}
{'episode' 807, 'episode_time_secs' '4.268006801605225', 'episode_steps' '247', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016194331983805668, 'value_avg' 1.0968624, 'training_time' 58372.03507518768, 'training_steps' '1260745'}
{'episode' 808, 'episode_time_secs' '4.163516044616699', 'episode_steps' '249', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01606425702811245, 'value_avg' 1.0968405, 'training_time' 58376.1985912323, 'training_steps' '1262490'}
{'episode' 809, 'episode_time_secs' '3.2934021949768066', 'episode_steps' '216', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013888888888888888, 'value_avg' 1.0968155, 'training_time' 58379.49199342728, 'training_steps' '1264097'}
{'episode' 810, 'episode_time_secs' '5.308507919311523', 'episode_steps' '350', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017142857142857144, 'value_avg' 1.0965176, 'training_time' 58384.80050134659, 'training_steps' '1266338'}
{'episode' 811, 'episode_time_secs' '4.228457927703857', 'episode_steps' '275', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01818181818181818, 'value_avg' 1.0964564, 'training_time' 58389.02895927429, 'training_steps' '1268156'}
{'episode' 812, 'episode_time_secs' '4.1047351360321045', 'episode_steps' '243', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01646090534979424, 'value_avg' 1.0966283, 'training_time' 58393.133694410324, 'training_steps' '1269911'}
{'episode' 813, 'episode_time_secs' '5.547852039337158', 'episode_steps' '343', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01749271137026239, 'value_avg' 1.0965306, 'training_time' 58398.68154644966, 'training_steps' '1272042'}
{'episode' 814, 'episode_time_secs' '3.898283004760742', 'episode_steps' '251', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01593625498007968, 'value_avg' 1.0963598, 'training_time' 58402.57982945442, 'training_steps' '1273808'}
{'episode' 815, 'episode_time_secs' '5.413783073425293', 'episode_steps' '352', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017045454545454544, 'value_avg' 1.0959849, 'training_time' 58407.99361252785, 'training_steps' '1276084'}
{'episode' 816, 'episode_time_secs' '4.8759801387786865', 'episode_steps' '298', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016778523489932886, 'value_avg' 1.096021, 'training_time' 58412.869592666626, 'training_steps' '1278093'}
{'episode' 817, 'episode_time_secs' '4.3089001178741455', 'episode_steps' '253', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015810276679841896, 'value_avg' 1.0961193, 'training_time' 58417.1784927845, 'training_steps' '1279820'}
{'episode' 818, 'episode_time_secs' '4.07402491569519', 'episode_steps' '264', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015151515151515152, 'value_avg' 1.0961103, 'training_time' 58421.252517700195, 'training_steps' '1281722'}
{'episode' 819, 'episode_time_secs' '4.446723699569702', 'episode_steps' '282', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01773049645390071, 'value_avg' 1.096018, 'training_time' 58425.699241399765, 'training_steps' '1283562'}
{'episode' 820, 'episode_time_secs' '5.067824840545654', 'episode_steps' '278', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017985611510791366, 'value_avg' 1.0960598, 'training_time' 58430.76706624031, 'training_steps' '1285450'}
{'episode' 821, 'episode_time_secs' '5.285769939422607', 'episode_steps' '298', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016778523489932886, 'value_avg' 1.0961784, 'training_time' 58436.05283617973, 'training_steps' '1287468'}
{'episode' 822, 'episode_time_secs' '5.291150093078613', 'episode_steps' '299', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016722408026755852, 'value_avg' 1.0962682, 'training_time' 58441.34398627281, 'training_steps' '1289443'}
{'episode' 823, 'episode_time_secs' '5.212409019470215', 'episode_steps' '306', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016339869281045753, 'value_avg' 1.0963229, 'training_time' 58446.55639529228, 'training_steps' '1291502'}
{'episode' 824, 'episode_time_secs' '5.810233116149902', 'episode_steps' '332', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015060240963855422, 'value_avg' 1.096201, 'training_time' 58452.36662840843, 'training_steps' '1293647'}
{'episode' 825, 'episode_time_secs' '4.680414915084839', 'episode_steps' '272', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014705882352941176, 'value_avg' 1.0963223, 'training_time' 58457.04704332352, 'training_steps' '1295546'}
{'episode' 826, 'episode_time_secs' '4.529587984085083', 'episode_steps' '262', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015267175572519083, 'value_avg' 1.0963695, 'training_time' 58461.5766313076, 'training_steps' '1297405'}
{'episode' 827, 'episode_time_secs' '5.091864824295044', 'episode_steps' '307', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016286644951140065, 'value_avg' 1.0962439, 'training_time' 58466.6684961319, 'training_steps' '1299378'}
{'episode' 828, 'episode_time_secs' '5.081491947174072', 'episode_steps' '293', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017064846416382253, 'value_avg' 1.0962667, 'training_time' 58471.74998807907, 'training_steps' '1301336'}
{'episode' 829, 'episode_time_secs' '4.723664045333862', 'episode_steps' '257', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01556420233463035, 'value_avg' 1.0964199, 'training_time' 58476.473652124405, 'training_steps' '1303188'}
{'episode' 830, 'episode_time_secs' '4.921489238739014', 'episode_steps' '297', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016835016835016835, 'value_avg' 1.0965761, 'training_time' 58481.395141363144, 'training_steps' '1305089'}
{'episode' 831, 'episode_time_secs' '4.403795957565308', 'episode_steps' '281', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017793594306049824, 'value_avg' 1.0966104, 'training_time' 58485.79893732071, 'training_steps' '1307062'}
{'episode' 832, 'episode_time_secs' '3.832365036010742', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.096746, 'training_time' 58489.63130235672, 'training_steps' '1308805'}
{'episode' 833, 'episode_time_secs' '4.486755132675171', 'episode_steps' '272', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01838235294117647, 'value_avg' 1.0969682, 'training_time' 58494.118057489395, 'training_steps' '1310717'}
{'episode' 834, 'episode_time_secs' '4.596084117889404', 'episode_steps' '276', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.018115942028985508, 'value_avg' 1.0972043, 'training_time' 58498.714141607285, 'training_steps' '1312682'}
{'episode' 835, 'episode_time_secs' '3.951565980911255', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.0972012, 'training_time' 58502.665707588196, 'training_steps' '1314399'}
{'episode' 836, 'episode_time_secs' '4.227102756500244', 'episode_steps' '275', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01818181818181818, 'value_avg' 1.0971875, 'training_time' 58506.892810344696, 'training_steps' '1316292'}
{'episode' 837, 'episode_time_secs' '4.130544900894165', 'episode_steps' '265', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01509433962264151, 'value_avg' 1.0972129, 'training_time' 58511.02335524559, 'training_steps' '1318113'}
